customerID,SeniorCitizen,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1032-NIOAX,0,44,No,No,No,Yes,No,Yes,No,No,One year,Mailed check,74.19,3157.85,No
5112-ZEPRU,0,12,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic check,102.51,1252.03,No
1081-QDLBB,0,12,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Mailed check,90.47,1090.31,No
7896-SXSPD,0,9,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Electronic check,20.71,153.14,No
7885-FCTPD,0,41,Yes,Yes,No,Yes,No,No,Yes,No,One year,Bank transfer,23.04,953.64,No
5942-RMSNJ,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-month,Electronic check,79.36, ,Yes
3010-GVJSJ,0,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer,67.59,2718.22,No
5728-PMTYW,0,34,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,Bank transfer,44.54,1530.95,No
9291-ATSKI,0,34,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Credit card,60.7,2123.66,No
1478-VVBPO,0,49,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,Electronic check,95.31,4658.79,No
2551-OVISZ,0,38,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Mailed check,102.31,3844.4,No
5092-CHDJQ,0,53,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Electronic check,75.24,3978.84,No
2823-NZGWH,0,55,Yes,No,Yes,No,No,No,No,Yes,One year,Bank transfer,57.31,3194.78,No
6526-EGWPO,1,67,No,Yes,No,No,Yes,No,Yes,Yes,One year,Electronic check,45.61,2994.55,No
5596-GYKAX,1,58,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Bank transfer,71.24,4160.85,No
1418-XGBFR,0,37,Yes,Yes,No,Yes,No,No,No,No,One year,Credit card,50.1,1819.8,No
5911-DHFQW,0,35,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Bank transfer,75.54,2656.0,Yes
3295-XKCIW,0,17,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic check,87.02,1451.12,Yes
8275-SKUSU,1,43,Yes,Yes,No,Yes,No,Yes,No,Yes,One year,Mailed check,24.74,1035.47,No
6019-NZYNF,0,10,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Bank transfer,18.11,257.25,No
4680-NRIBV,0,67,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,Mailed check,39.65,2586.1,No
9540-CILTU,0,61,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Mailed check,109.24,6687.91,No
4089-IKGLG,0,8,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Credit card,83.92,757.93,Yes
1542-SUHKK,0,57,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,Credit card,35.54,2060.06,No
1199-OLYJU,0,8,Yes,No,No,No,Yes,Yes,Yes,No,One year,Mailed check,108.81,803.93,Yes
4515-EJWGV,0,52,Yes,No,No,Yes,No,Yes,No,No,One year,Mailed check,65.94,3364.8,No
6988-TTNPB,0,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Electronic check,66.56,361.78,Yes
7290-SCNNI,0,35,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Mailed check,113.43,3977.95,No
1595-AFGFP,0,48,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Bank transfer,24.07,1166.66,No
4789-CCRYV,1,53,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer,39.95,2053.77,No
7818-ISCED,0,30,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,Mailed check,77.75,2288.86,No
2653-JBVSQ,1,67,Yes,No,No,No,No,Yes,No,No,Month-to-month,Electronic check,37.94,2501.41,No
2579-WAZSF,0,56,No,Yes,No,No,Yes,No,No,No,Month-to-month,Electronic check,87.31,4880.32,No
2770-SVMBM,0,15,Yes,Yes,Yes,No,Yes,No,No,Yes,One year,Electronic check,39.84,696.83,No
5314-IXIGR,1,48,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,28.11,1302.62,No
6563-QNIGD,0,53,Yes,No,No,Yes,No,No,No,Yes,Two year,Electronic check,39.11,2023.98,No
2670-PKTUO,0,24,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Bank transfer,61.12,1410.22,No
1941-AFHBU,0,53,Yes,Yes,No,No,No,No,No,No,Month-to-month,Credit card,35.97,1938.19,No
4303-TFADM,0,65,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Credit card,31.74,2061.03,No
5316-LYQTD,0,59,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer,105.75,6194.44,No
5189-QPYMJ,0,55,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Mailed check,50.68,2769.26,No
9498-IOAEB,1,46,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Credit card,54.8,2481.22,No
4760-YBZWA,0,19,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,23.64,463.95,No
1138-XPEYO,0,58,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,Bank transfer,54.45,3292.32,No
6716-RFJDN,1,26,Yes,No,Yes,No,Yes,No,Yes,No,One year,Credit card,45.01,1197.8,Yes
9884-QRFOZ,0,38,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Bank transfer,80.27,3045.61,No
1792-FSAFY,0,22,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed check,38.95,823.65,No
1172-LIKGH,0,22,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Bank transfer,108.61,2322.25,Yes
7845-ADGVK,0,11,Yes,No,No,No,Yes,No,Yes,No,Two year,Credit card,112.83,1277.81,No
1313-NQLCW,1,70,Yes,No,Yes,No,No,No,Yes,Yes,One year,Electronic check,28.18,2006.57,No
8722-XZIKY,0,10,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Bank transfer,28.96,266.29,No
5047-WQYAS,0,6,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Electronic check,29.76,239.23,No
8206-FTFXX,0,68,Yes,No,No,No,Yes,No,No,No,Month-to-month,Electronic check,81.2,5522.66,No
1033-NJXIS,0,40,No,Yes,No,No,No,No,No,No,One year,Credit card,30.44,1256.34,No
2050-FZKTZ,0,31,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,104.94,3267.95,Yes
9686-AGSYZ,1,53,No,Yes,Yes,No,No,No,No,No,Two year,Electronic check,94.94,5022.96,No
7481-CTHVO,0,27,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Mailed check,101.62,2696.0,Yes
2654-VZNVB,0,9,Yes,No,No,No,No,No,No,Yes,Month-to-month,Electronic check,71.66,637.66,No
3440-DHJLI,0,53,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Credit card,119.66,6384.08,No
5902-FJVOA,0,12,Yes,Yes,No,No,No,No,Yes,No,Two year,Credit card,22.51,244.71,No
3954-VEXHQ,0,40,No,No,No,No,Yes,No,Yes,Yes,Two year,Electronic check,58.93,2379.19,Yes
5274-QUDJO,0,69,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,Electronic check,51.04,3467.62,No
3345-JXFEP,0,68,Yes,No,No,No,No,Yes,No,No,Month-to-month,Credit card,114.76,7842.68,No
1897-AWHDR,1,26,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,Credit card,76.84,2013.49,No
5327-LLDWA,0,56,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Credit card,100.23,5552.77,No
5348-HQOKN,0,44,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,Bank transfer,35.37,1545.08,No
3042-DXPQZ,0,34,Yes,No,No,No,No,No,Yes,No,Month-to-month,Credit card,117.82,4052.45,Yes
9136-PUNGQ,0,10,Yes,No,No,No,Yes,No,No,No,One year,Mailed check,68.86,625.65,Yes
9216-WNYFB,0,27,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Credit card,68.35,1791.9,No
4628-FYDNU,0,47,Yes,No,No,No,No,No,No,Yes,One year,Credit card,117.03,5496.94,No
1997-BOXAA,0,72,Yes,No,No,No,Yes,No,Yes,No,Two year,Electronic check,56.83,4198.43,No
9328-PSHIM,0,0,Yes,No,No,No,No,Yes,No,No,One year,Electronic check,58.55, ,No
2926-LYTWM,0,52,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Bank transfer,77.64,4062.04,No
8086-KQSVY,0,61,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Credit card,31.06,1907.67,No
1949-USTAM,0,69,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Credit card,50.75,3472.27,No
9646-XGMWY,0,30,Yes,No,No,No,Yes,No,Yes,No,One year,Electronic check,37.71,1139.36,No
3979-UVDAB,0,8,Yes,No,No,No,No,No,No,Yes,Month-to-month,Mailed check,28.53,205.85,No
2308-TKRCP,0,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Credit card,106.35,2002.76,Yes
7705-ZIOMJ,1,62,Yes,Yes,No,No,Yes,No,Yes,No,Two year,Electronic check,78.11,4759.76,No
6757-OVAFP,0,64,Yes,No,Yes,No,No,No,No,No,One year,Bank transfer,54.58,3491.9,No
6163-XRAMV,0,46,Yes,Yes,No,Yes,Yes,Yes,No,No,Two year,Mailed check,59.68,2790.23,No
8857-UMCFW,0,8,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic check,62.01,498.95,No
4065-TAMYG,0,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Electronic check,82.58,715.17,No
1274-HBPEG,0,34,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Bank transfer,112.53,3855.04,No
6288-IQYYS,0,42,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Credit card,113.14,4748.9,No
9717-TBYOA,0,2,Yes,No,No,No,No,No,Yes,No,Two year,Electronic check,57.93,84.46,No
6584-GNRAL,0,50,Yes,No,Yes,No,No,Yes,No,No,Two year,Mailed check,51.58,2554.69,No
1499-CFUKB,0,39,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,64.01,2422.86,Yes
7722-ODOGQ,0,0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer,75.93, ,Yes
9527-ITAKX,0,6,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Credit card,65.11,397.96,Yes
1671-YCMEA,0,33,Yes,No,Yes,No,No,Yes,No,No,One year,Credit card,85.19,2897.04,No
4143-PSIME,0,52,Yes,No,Yes,No,No,No,No,No,Two year,Mailed check,74.55,3903.02,No
7565-EWERI,0,60,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,50.71,2999.36,No
9967-HYVMM,0,31,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Mailed check,53.26,1579.09,Yes
4183-LMDIW,0,21,Yes,No,No,No,No,No,Yes,Yes,One year,Credit card,56.62,1178.69,No
9809-BTGRQ,0,70,Yes,No,No,No,No,No,No,Yes,One year,Mailed check,27.65,1976.09,No
8909-SVUQK,0,33,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Electronic check,34.94,1141.99,Yes
4033-JJHIO,0,23,Yes,No,No,Yes,Yes,No,Yes,No,One year,Credit card,91.76,2137.58,No
3431-JSICA,0,32,Yes,Yes,No,Yes,No,No,Yes,Yes,Two year,Electronic check,57.69,1837.02,No
7885-YRBOH,0,0,No,No,No,No,Yes,No,No,No,Month-to-month,Credit card,39.88, ,Yes
3886-XVTNP,0,22,Yes,Yes,No,No,No,No,Yes,Yes,One year,Electronic check,75.39,1578.72,No
9242-RPCZV,0,37,Yes,Yes,No,No,No,No,Yes,Yes,One year,Bank transfer,95.07,3597.8,No
4282-GZYKG,0,67,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Mailed check,44.26,2909.8,No
8179-QXOOD,0,53,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Bank transfer,102.33,5463.18,No
6427-JFUIF,0,57,Yes,Yes,Yes,No,Yes,No,Yes,No,One year,Mailed check,112.61,6405.16,No
9644-ZMHEQ,0,39,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Mailed check,78.93,3072.48,No
6496-QTMRR,0,8,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Mailed check,86.23,677.78,Yes
8159-TAQZO,0,28,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Credit card,23.36,666.86,No
5767-POKZB,1,72,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Electronic check,114.44,8262.56,No
8327-EFPQY,1,3,No,No,No,No,Yes,No,No,Yes,Month-to-month,Electronic check,58.03,227.01,Yes
3648-AGOJG,0,64,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Electronic check,112.24,7253.76,Yes
9226-ORTKT,1,49,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Bank transfer,77.06,3792.53,No
9672-SHUGB,1,20,Yes,No,No,No,Yes,No,Yes,No,Two year,Bank transfer,18.47,455.08,No
4996-NMGHX,0,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Bank transfer,21.93,1232.73,No
3623-UGCBG,0,61,Yes,Yes,No,Yes,No,Yes,No,No,Two year,Electronic check,87.4,5385.27,Yes
8570-LSZBC,0,3,Yes,No,No,Yes,No,No,No,No,Month-to-month,Credit card,75.39,247.61,Yes
9280-OQIVQ,0,7,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Credit card,20.71,117.51,Yes
3319-QAGFU,0,48,Yes,Yes,No,No,No,No,Yes,No,Two year,Credit card,93.83,4512.9,No
7615-CXVLF,0,72,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Credit card,104.92,7579.4,No
4782-PQJCP,0,1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Mailed check,68.63,67.02,No
7345-GQONA,0,48,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Bank transfer,65.51,3165.12,No
3765-JVVWM,0,9,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Mailed check,18.56,210.31,No
3941-MUQPL,0,47,Yes,No,Yes,Yes,Yes,No,No,No,One year,Bank transfer,98.24,4616.11,No
7267-WRKVY,0,45,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Mailed check,51.73,2180.66,No
8168-WGKGJ,0,6,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Bank transfer,107.63,729.69,Yes
7600-RATEE,0,49,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Credit card,56.05,2731.57,Yes
5892-GZDDT,0,65,Yes,No,No,No,No,No,No,Yes,Month-to-month,Bank transfer,75.64,4875.44,No
3578-SREPN,0,63,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Credit card,45.57,2814.7,Yes
1851-TWYCE,0,2,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Credit card,34.38,51.94,No
8425-HQJFQ,0,17,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Electronic check,97.04,1621.54,Yes
2849-DNFEU,0,17,Yes,Yes,No,No,No,No,No,Yes,Two year,Credit card,68.65,1130.2,Yes
5758-ODEKK,0,33,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Credit card,72.72,2365.65,No
5064-DXJVK,0,10,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Mailed check,116.47,1191.19,Yes
5249-CRBTW,0,62,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Bank transfer,116.29,7311.5,No
4254-XSAFQ,1,56,Yes,Yes,Yes,No,Yes,No,No,No,Two year,Bank transfer,105.28,5936.71,No
7314-CRVCW,0,59,Yes,,Yes,No,No,No,No,Yes,One year,Credit card,37.14,2247.39,No
5797-QBPLJ,1,14,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Credit card,78.62,1081.81,No
8022-GBMTD,0,1,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Electronic check,107.57,112.8,No
9860-RYMDE,0,66,Yes,No,No,Yes,No,No,No,Yes,One year,Electronic check,56.2,3730.52,No
5505-PTUTP,1,21,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,Electronic check,28.31,561.53,No
1162-NVWVA,1,47,Yes,,Yes,Yes,No,Yes,No,Yes,Two year,Bank transfer,100.72,4712.55,No
4917-QGKCF,0,66,Yes,Yes,No,No,No,No,No,No,Month-to-month,Credit card,67.14,4473.97,No
1052-ZWKAI,0,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two year,Bank transfer,75.57,205.65,No
4906-ERZVW,0,0,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,118.18, ,Yes
8477-BOOCD,0,0,Yes,No,No,Yes,No,No,No,No,Two year,Bank transfer,79.94, ,Yes
6086-SFMBC,0,11,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Mailed check,61.35,660.07,Yes
6221-OTXEI,0,3,Yes,No,No,No,No,No,Yes,No,One year,Mailed check,55.74,95.15,No
8702-BVYCD,0,59,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Credit card,60.6,3579.16,No
7157-MZORG,0,44,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Mailed check,30.08,1336.29,No
3920-EDCXB,0,71,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Bank transfer,99.06,7019.72,Yes
5647-NBVND,0,58,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Electronic check,103.45,6012.19,No
2158-SQKKA,0,70,Yes,Yes,No,No,No,No,No,Yes,One year,Mailed check,47.01,3311.55,No
1286-NJGJP,1,17,Yes,Yes,Yes,No,No,No,Yes,No,One year,Bank transfer,48.99,845.67,No
3638-JHRBX,0,21,Yes,No,No,No,Yes,No,No,No,Month-to-month,Bank transfer,107.18,2190.7,No
5990-GTYBF,0,62,Yes,Yes,No,No,No,No,No,Yes,One year,Credit card,20.44,1254.62,No
2295-BTFJV,0,17,Yes,No,No,No,Yes,No,No,No,Month-to-month,Mailed check,71.09,1229.02,Yes
6505-RCZCS,0,4,Yes,No,Yes,No,No,Yes,Yes,No,One year,Credit card,65.29,340.1,No
6754-KVXBY,0,48,No,No,No,Yes,No,Yes,No,No,One year,Credit card,88.39,4229.12,No
3169-UVOWV,0,58,Yes,No,No,No,No,No,Yes,Yes,One year,Mailed check,34.67,2038.4,No
5703-ELXFZ,1,70,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,Electronic check,86.17,6075.81,No
2635-RQFMD,1,67,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,Mailed check,56.43,3770.98,No
4282-YBWRT,0,8,Yes,No,No,Yes,No,No,No,No,Month-to-month,Bank transfer,81.11,706.3,Yes
3538-YGNAX,0,56,Yes,No,No,No,Yes,No,Yes,No,One year,Credit card,22.09,1297.15,No
7340-ERELN,0,61,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Bank transfer,65.1,4040.12,No
9380-IALYU,0,50,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Bank transfer,71.27,3586.42,No
1531-BTSOC,0,59,Yes,No,No,No,No,Yes,Yes,No,One year,Electronic check,39.86,2469.75,No
3520-WDFLT,0,61,Yes,No,No,No,Yes,No,No,No,Month-to-month,Bank transfer,32.24,1935.88,No
8453-PMKBG,0,32,Yes,,Yes,No,No,No,Yes,No,Month-to-month,Credit card,37.22,1297.24,No
2932-BTJNF,0,2,Yes,No,No,Yes,No,No,Yes,No,Two year,Mailed check,53.1,144.61,No
6320-DRTIF,0,33,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Credit card,27.87,986.73,No
8020-FEIZM,0,14,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Electronic check,114.63,1588.82,Yes
3363-NJRLP,0,8,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Credit card,59.31,516.7,Yes
4926-MLKZG,0,9,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Credit card,100.51,975.94,No
8247-SNIMW,0,50,Yes,No,No,No,Yes,No,No,No,One year,Bank transfer,117.39,5815.13,No
2637-PTQDN,0,36,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,Bank transfer,26.23,936.11,No
2646-YJKWL,0,39,Yes,Yes,No,Yes,Yes,Yes,No,No,One year,Credit card,84.47,3187.27,No
2745-XQPBL,0,54,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Mailed check,106.88,5762.6,No
5133-GOGMU,0,40,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,82.69,3266.8,No
7616-HFAIA,0,45,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Credit card,61.76,2768.31,Yes
2153-ZWOUM,0,6,Yes,Yes,No,Yes,No,No,No,No,One year,Electronic check,61.97,518.0,No
6411-XCJDU,0,62,Yes,No,Yes,No,No,No,No,Yes,One year,Bank transfer,21.66,1428.81,No
8402-SPMAU,0,32,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Mailed check,72.53,2248.99,No
9045-ZIFRA,1,11,Yes,No,No,Yes,No,Yes,Yes,No,Two year,Credit card,119.34,1340.53,Yes
1542-VYKNO,0,59,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One year,Credit card,115.79,6871.56,No
2246-FHVLS,0,53,Yes,No,No,No,No,No,Yes,No,Month-to-month,Mailed check,22.12,1155.47,Yes
2749-YWMFZ,1,3,No,No,Yes,Yes,Yes,No,No,No,One year,Bank transfer,89.99,278.89,No
8272-NGQJR,0,14,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Mailed check,48.78,696.72,Yes
8491-MBOWF,0,1,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed check,110.1,42.77,Yes
9633-JRSEB,0,19,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Credit card,22.6,377.83,No
9537-SQHCH,0,7,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,Mailed check,113.46,802.83,No
5928-SIFGZ,0,51,Yes,No,No,Yes,No,Yes,Yes,No,Two year,Credit card,103.42,5279.39,No
6674-ZALLK,0,38,Yes,No,No,No,Yes,Yes,Yes,No,One year,Bank transfer,29.99,1104.19,No
4523-CAULE,0,71,Yes,Yes,No,No,Yes,No,No,Yes,One year,Credit card,24.1,1671.38,No
4127-YMZED,0,54,Yes,No,No,No,No,No,Yes,No,One year,Bank transfer,103.14,5565.07,Yes
6073-RZMFO,0,44,No,No,No,No,No,No,No,No,Month-to-month,Credit card,33.89,1535.47,No
3762-ECSQE,0,37,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Mailed check,72.56,2680.9,No
6029-XVLBQ,0,3,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,Mailed check,111.41,415.37,Yes
5645-XOTNO,0,5,Yes,No,Yes,No,No,No,No,No,Two year,Mailed check,75.88,344.61,No
3856-KHMYI,1,44,Yes,No,No,Yes,No,No,No,No,Two year,Electronic check,58.52,2584.54,No
5168-YDGMK,0,0,Yes,Yes,No,No,Yes,No,No,No,Two year,Electronic check,63.39, ,No
4069-UMJMX,0,3,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed check,24.44,102.72,No
9854-GBALQ,0,15,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Credit card,116.81,1713.07,No
1461-NKYPL,0,64,Yes,No,Yes,Yes,No,No,No,No,One year,Credit card,49.69,3276.53,No
6279-DMIEK,0,33,Yes,No,No,No,Yes,No,No,No,Month-to-month,Bank transfer,37.32,1147.03,Yes
6750-PZHSO,0,51,Yes,No,No,No,No,Yes,No,No,Month-to-month,Mailed check,47.18,2491.95,No
8863-XSLNQ,0,30,Yes,No,No,Yes,No,No,Yes,No,One year,Bank transfer,116.37,3495.6,No
8252-FWUCH,0,12,Yes,Yes,No,Yes,Yes,No,No,Yes,One year,Credit card,27.62,359.06,No
3122-PFHEB,0,27,Yes,No,No,Yes,No,No,No,No,One year,Electronic check,106.46,2941.15,Yes
5133-INFHX,0,6,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Credit card,90.2,584.08,Yes
8244-GEZRM,1,56,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Credit card,102.66,5712.46,Yes
7293-FLKSE,1,13,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Credit card,117.54,1558.02,No
5401-VFDVW,1,27,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Electronic check,103.9,2898.67,Yes
4874-BOHPD,0,71,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Credit card,114.22,8065.26,No
8245-RQNFY,1,43,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Bank transfer,30.95,1436.77,No
3391-JYBDT,0,33,Yes,Yes,No,No,Yes,No,No,No,Two year,Bank transfer,99.17,3291.9,No
4311-PPVQL,0,39,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Electronic check,73.66,2851.08,No
5942-TJEMZ,0,57,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Mailed check,73.44,4141.42,No
2009-EZVDF,1,18,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Mailed check,109.69,1963.26,Yes
7216-UTWNW,0,46,No,No,No,Yes,No,Yes,Yes,No,One year,Credit card,117.12,5289.76,No
6363-MQLPV,0,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,89.89,5642.31,No
9622-PAQGG,0,41,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,Electronic check,67.26,2744.51,No
8929-LUJPR,0,32,Yes,No,No,No,No,Yes,No,No,Month-to-month,Credit card,64.55,2011.88,Yes
9038-FOKMW,0,10,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Electronic check,57.41,611.49,No
2222-OKXFG,0,18,No,Yes,No,No,Yes,No,Yes,No,One year,Credit card,54.88,976.9,No
1817-LANFK,0,69,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Credit card,57.93,3965.38,No
6446-RBDIN,0,39,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Mailed check,27.15,1042.58,No
8950-DBQZV,0,21,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Bank transfer,25.9,561.66,No
6088-AOLLM,0,30,Yes,No,Yes,No,No,No,No,No,Month-to-month,Credit card,97.55,2930.16,Yes
6053-SEBBK,0,42,Yes,No,Yes,No,Yes,No,No,No,One year,Bank transfer,63.5,2631.95,No
5570-ULNZT,0,39,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Bank transfer,112.93,4410.55,No
7217-JDXOC,0,51,Yes,No,No,No,No,No,Yes,Yes,One year,Electronic check,80.45,4100.42,No
5340-CZNUM,0,18,Yes,No,No,No,Yes,No,No,No,Month-to-month,Bank transfer,21.59,331.65,No
1177-QQFSF,0,47,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Bank transfer,34.07,1586.86,No
7223-TDHES,1,32,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Bank transfer,38.99,1276.65,No
3119-QKCWS,0,68,No,No,No,Yes,Yes,No,No,No,Two year,Credit card,117.53,8020.65,No
